energy_GeV,E2phi
3.162277604160e+07,2.120535310567e-09
9.999999645769e+07,5.723884680840e-10
3.162277492142e+08,2.870329783985e-10
9.999999291538e+08,2.365309976840e-10
3.162277492142e+09,2.764543506936e-10
9.999999291538e+09,4.104233156754e-10
3.162277380124e+10,7.094275857264e-10
9.999999291538e+10,1.335514545218e-09
