# Model: Best-fit
# Energy-squared per-flavour neutrino fluxes, assuming neutrino equipartition
# Energy in [GeV], FluxE2 in [GeV cm^-2 sr^-1 s^-1]
Energy,FluxE2
7.012e+11,-1.489e-17
7.126e+11,-1.375e-17
7.242e+11,-1.237e-17
7.360e+11,-1.082e-17
7.480e+11,-9.158e-18
7.601e+11,-7.465e-18
7.725e+11,-5.807e-18
7.850e+11,-4.255e-18
7.978e+11,-2.873e-18
8.108e+11,-1.678e-18
8.240e+11,-6.607e-19
8.374e+11,1.916e-19
8.510e+11,8.900e-19
8.648e+11,1.446e-18
8.789e+11,1.871e-18
8.932e+11,2.176e-18
9.077e+11,2.373e-18
9.225e+11,2.473e-18
9.375e+11,2.488e-18
9.528e+11,2.428e-18
9.682e+11,2.307e-18
9.840e+11,2.133e-18
1.000e+12,1.921e-18
